@relation letter-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N16-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute K15 numeric
@attribute K16 numeric
@attribute class {A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z}

@data
39.837169,15.588457,22.51666,29.444864,-48.497423,15.588457,-25.980762,12.124356,-22.51666,-51.961524,12.124356,-20.78461,15.588457,31.176915,-31.176915,8.660254,P
19.052559,-5.196152,34.641016,39.837169,-20.78461,-10.392305,-15.588457,1.732051,-3.464102,-22.51666,0,-13.856406,10.392305,31.176915,-45.033321,0,K
27.712813,13.856406,31.176915,39.837169,-46.765372,6.928203,-22.51666,12.124356,-13.856406,-58.889727,19.052559,-19.052559,6.928203,36.373067,-39.837169,5.196152,V
13.856406,5.196152,17.320508,31.176915,-25.980762,22.51666,-24.248711,5.196152,-12.124356,-20.78461,-5.196152,-6.928203,22.51666,34.641016,-46.765372,1.732051,J
38.105118,22.51666,20.78461,39.837169,-46.765372,8.660254,-19.052559,10.392305,-10.392305,-45.033321,12.124356,-8.660254,15.588457,34.641016,-31.176915,6.928203,X
50.229473,24.248711,32.908965,48.497423,-67.549981,19.052559,-25.980762,13.856406,-15.588457,-53.693575,12.124356,-19.052559,19.052559,36.373067,-29.444864,13.856406,F
39.837169,24.248711,31.176915,46.765372,-64.08588,15.588457,-25.980762,13.856406,-22.51666,-71.014083,10.392305,-27.712813,3.464102,32.908965,-29.444864,8.660254,U
24.248711,10.392305,43.30127,38.105118,-41.569219,0,-20.78461,8.660254,-20.78461,-53.693575,17.320508,-24.248711,15.588457,38.105118,-36.373067,6.928203,W
39.837169,12.124356,17.320508,24.248711,-45.033321,22.51666,-34.641016,13.856406,-31.176915,-55.425626,15.588457,-22.51666,17.320508,36.373067,-38.105118,6.928203,T
22.51666,3.464102,22.51666,39.837169,-20.78461,-6.928203,-13.856406,1.732051,1.732051,-13.856406,1.732051,0,10.392305,38.105118,-46.765372,1.732051,E
27.712813,19.052559,17.320508,25.980762,-39.837169,12.124356,-24.248711,12.124356,-19.052559,-50.229473,12.124356,-10.392305,6.928203,32.908965,-38.105118,5.196152,Y
15.588457,-5.196152,25.980762,29.444864,-22.51666,-3.464102,-12.124356,1.732051,-3.464102,-29.444864,6.928203,-17.320508,17.320508,29.444864,-36.373067,1.732051,U
34.641016,12.124356,36.373067,36.373067,-46.765372,17.320508,-29.444864,8.660254,-39.837169,-45.033321,6.928203,-27.712813,19.052559,24.248711,-19.052559,17.320508,M
34.641016,8.660254,32.908965,36.373067,-46.765372,1.732051,-19.052559,12.124356,-19.052559,-51.961524,17.320508,-29.444864,15.588457,32.908965,-27.712813,8.660254,U
27.712813,12.124356,17.320508,31.176915,-41.569219,32.908965,-29.444864,8.660254,-17.320508,-34.641016,1.732051,-12.124356,24.248711,32.908965,-38.105118,5.196152,P
43.30127,24.248711,25.980762,48.497423,-62.353829,36.373067,-34.641016,13.856406,-25.980762,-53.693575,5.196152,-17.320508,22.51666,31.176915,-34.641016,12.124356,E
19.052559,-15.588457,32.908965,31.176915,-15.588457,-6.928203,-15.588457,0,-10.392305,-24.248711,-1.732051,-24.248711,8.660254,17.320508,-34.641016,1.732051,M
36.373067,-5.196152,34.641016,34.641016,-43.30127,-6.928203,-19.052559,10.392305,-19.052559,-55.425626,10.392305,-43.30127,5.196152,25.980762,-29.444864,5.196152,M
41.569219,5.196152,22.51666,31.176915,-41.569219,1.732051,-24.248711,10.392305,-13.856406,-43.30127,13.856406,-22.51666,13.856406,39.837169,-38.105118,3.464102,P
45.033321,13.856406,38.105118,41.569219,-46.765372,8.660254,-25.980762,10.392305,-22.51666,-45.033321,15.588457,-17.320508,19.052559,34.641016,-32.908965,12.124356,G
32.908965,19.052559,19.052559,45.033321,-45.033321,27.712813,-29.444864,8.660254,-15.588457,-34.641016,-1.732051,-5.196152,20.78461,34.641016,-43.30127,6.928203,Z
25.980762,19.052559,22.51666,36.373067,-48.497423,10.392305,-19.052559,12.124356,-6.928203,-55.425626,19.052559,-12.124356,10.392305,38.105118,-38.105118,5.196152,Y
34.641016,12.124356,32.908965,36.373067,-53.693575,8.660254,-20.78461,13.856406,-20.78461,-51.961524,13.856406,-29.444864,13.856406,31.176915,-25.980762,12.124356,U
32.908965,17.320508,20.78461,36.373067,-45.033321,8.660254,-25.980762,12.124356,-19.052559,-46.765372,10.392305,-13.856406,6.928203,39.837169,-41.569219,6.928203,E
50.229473,19.052559,24.248711,31.176915,-43.30127,6.928203,-22.51666,10.392305,-20.78461,-48.497423,8.660254,-12.124356,15.588457,24.248711,-27.712813,10.392305,Y
48.497423,31.176915,24.248711,50.229473,-64.08588,32.908965,-32.908965,13.856406,-19.052559,-55.425626,0,-12.124356,24.248711,41.569219,-43.30127,6.928203,Q
36.373067,24.248711,8.660254,34.641016,-48.497423,19.052559,-22.51666,12.124356,-8.660254,-41.569219,10.392305,-5.196152,15.588457,41.569219,-38.105118,5.196152,Z
38.105118,-3.464102,22.51666,27.712813,-31.176915,5.196152,-24.248711,8.660254,-12.124356,-29.444864,12.124356,-19.052559,13.856406,32.908965,-38.105118,3.464102,P
20.78461,20.78461,15.588457,31.176915,-46.765372,19.052559,-15.588457,12.124356,-1.732051,-36.373067,12.124356,-6.928203,15.588457,41.569219,-34.641016,5.196152,I
29.444864,10.392305,19.052559,38.105118,-39.837169,27.712813,-27.712813,6.928203,-15.588457,-31.176915,1.732051,-10.392305,19.052559,25.980762,-32.908965,6.928203,R
36.373067,6.928203,32.908965,46.765372,-53.693575,0,-20.78461,12.124356,-6.928203,-43.30127,13.856406,-25.980762,10.392305,45.033321,-38.105118,6.928203,K
32.908965,15.588457,19.052559,32.908965,-51.961524,34.641016,-29.444864,12.124356,-20.78461,-41.569219,5.196152,-17.320508,20.78461,31.176915,-31.176915,10.392305,D
31.176915,17.320508,31.176915,32.908965,-45.033321,19.052559,-31.176915,10.392305,-31.176915,-45.033321,8.660254,-15.588457,20.78461,34.641016,-34.641016,12.124356,F
22.51666,8.660254,22.51666,25.980762,-29.444864,5.196152,-25.980762,6.928203,-20.78461,-43.30127,5.196152,-12.124356,5.196152,31.176915,-45.033321,3.464102,Y
27.712813,-0,27.712813,34.641016,-29.444864,3.464102,-20.78461,5.196152,-20.78461,-39.837169,3.464102,-24.248711,10.392305,19.052559,-29.444864,5.196152,M
19.052559,3.464102,20.78461,29.444864,-25.980762,24.248711,-27.712813,3.464102,-15.588457,-20.78461,-3.464102,-6.928203,22.51666,29.444864,-41.569219,3.464102,P
24.248711,-1.732051,15.588457,31.176915,-32.908965,-13.856406,-5.196152,10.392305,8.660254,-20.78461,12.124356,-19.052559,13.856406,29.444864,-24.248711,1.732051,L
10.392305,-8.660254,15.588457,24.248711,-13.856406,-10.392305,-3.464102,0,10.392305,-5.196152,1.732051,-8.660254,13.856406,20.78461,-24.248711,0,L
24.248711,10.392305,17.320508,32.908965,-31.176915,19.052559,-25.980762,5.196152,-13.856406,-27.712813,-1.732051,-5.196152,20.78461,32.908965,-43.30127,3.464102,S
32.908965,17.320508,39.837169,41.569219,-50.229473,5.196152,-32.908965,10.392305,-34.641016,-69.282032,10.392305,-25.980762,1.732051,36.373067,-41.569219,8.660254,W
19.052559,3.464102,25.980762,31.176915,-17.320508,10.392305,-19.052559,3.464102,-12.124356,-17.320508,-5.196152,-5.196152,20.78461,19.052559,-34.641016,1.732051,A
34.641016,19.052559,22.51666,34.641016,-50.229473,27.712813,-24.248711,10.392305,-15.588457,-46.765372,3.464102,-17.320508,22.51666,31.176915,-29.444864,5.196152,G
27.712813,5.196152,17.320508,34.641016,-22.51666,5.196152,-17.320508,3.464102,-8.660254,-24.248711,5.196152,-5.196152,15.588457,24.248711,-34.641016,3.464102,X
27.712813,24.248711,19.052559,38.105118,-51.961524,31.176915,-31.176915,13.856406,-20.78461,-50.229473,1.732051,-12.124356,15.588457,38.105118,-45.033321,5.196152,I
29.444864,12.124356,24.248711,34.641016,-45.033321,22.51666,-29.444864,10.392305,-25.980762,-46.765372,5.196152,-22.51666,22.51666,32.908965,-34.641016,6.928203,N
19.052559,8.660254,20.78461,36.373067,-24.248711,15.588457,-25.980762,1.732051,-13.856406,-24.248711,-5.196152,0,15.588457,29.444864,-46.765372,3.464102,E
24.248711,12.124356,22.51666,32.908965,-39.837169,6.928203,-24.248711,10.392305,-12.124356,-45.033321,10.392305,-12.124356,-3.464102,38.105118,-45.033321,3.464102,F
22.51666,0,31.176915,39.837169,-27.712813,-1.732051,-19.052559,3.464102,-5.196152,-25.980762,1.732051,-12.124356,17.320508,39.837169,-50.229473,1.732051,C
13.856406,6.928203,13.856406,29.444864,-24.248711,12.124356,-13.856406,5.196152,0,-19.052559,5.196152,-1.732051,15.588457,31.176915,-38.105118,1.732051,I
27.712813,5.196152,25.980762,39.837169,-31.176915,6.928203,-22.51666,5.196152,-10.392305,-31.176915,1.732051,-10.392305,12.124356,31.176915,-43.30127,3.464102,G
15.588457,6.928203,20.78461,27.712813,-36.373067,5.196152,-12.124356,8.660254,1.732051,-32.908965,8.660254,-15.588457,15.588457,43.30127,-39.837169,0,I
38.105118,19.052559,15.588457,32.908965,-53.693575,36.373067,-36.373067,13.856406,-27.712813,-50.229473,6.928203,-17.320508,20.78461,34.641016,-36.373067,8.660254,F
22.51666,6.928203,27.712813,36.373067,-34.641016,15.588457,-27.712813,6.928203,-22.51666,-41.569219,6.928203,-17.320508,12.124356,29.444864,-38.105118,5.196152,N
29.444864,12.124356,12.124356,25.980762,-41.569219,5.196152,-13.856406,10.392305,-12.124356,-38.105118,12.124356,-20.78461,17.320508,29.444864,-17.320508,6.928203,L
27.712813,15.588457,12.124356,32.908965,-31.176915,17.320508,-25.980762,6.928203,-15.588457,-31.176915,0,-1.732051,15.588457,31.176915,-43.30127,3.464102,Z
24.248711,12.124356,13.856406,32.908965,-25.980762,15.588457,-25.980762,5.196152,-15.588457,-29.444864,0,-1.732051,15.588457,31.176915,-45.033321,1.732051,Z
41.569219,19.052559,32.908965,39.837169,-48.497423,6.928203,-20.78461,15.588457,-13.856406,-50.229473,20.78461,-13.856406,10.392305,38.105118,-38.105118,8.660254,Q
46.765372,32.908965,20.78461,38.105118,-64.08588,43.30127,-34.641016,13.856406,-27.712813,-57.157677,6.928203,-13.856406,20.78461,38.105118,-31.176915,10.392305,F
25.980762,3.464102,19.052559,25.980762,-25.980762,15.588457,-22.51666,5.196152,-12.124356,-24.248711,5.196152,-6.928203,15.588457,24.248711,-34.641016,5.196152,P
34.641016,24.248711,25.980762,41.569219,-48.497423,15.588457,-27.712813,10.392305,-19.052559,-48.497423,1.732051,-10.392305,12.124356,41.569219,-45.033321,5.196152,L
39.837169,6.928203,15.588457,32.908965,-48.497423,10.392305,-22.51666,10.392305,-13.856406,-45.033321,10.392305,-24.248711,12.124356,27.712813,-25.980762,8.660254,D
41.569219,22.51666,22.51666,27.712813,-43.30127,19.052559,-25.980762,10.392305,-27.712813,-38.105118,13.856406,-6.928203,12.124356,31.176915,-22.51666,15.588457,S
48.497423,10.392305,22.51666,39.837169,-55.425626,8.660254,-24.248711,13.856406,-15.588457,-50.229473,13.856406,-27.712813,17.320508,38.105118,-31.176915,8.660254,O
43.30127,10.392305,24.248711,46.765372,-48.497423,0,-19.052559,12.124356,-5.196152,-46.765372,12.124356,-20.78461,17.320508,41.569219,-41.569219,3.464102,G
15.588457,6.928203,20.78461,27.712813,-36.373067,3.464102,-12.124356,8.660254,1.732051,-32.908965,8.660254,-15.588457,15.588457,43.30127,-39.837169,0,I
24.248711,12.124356,15.588457,38.105118,-31.176915,20.78461,-25.980762,5.196152,-12.124356,-25.980762,-3.464102,-1.732051,19.052559,31.176915,-45.033321,3.464102,Z
38.105118,15.588457,25.980762,43.30127,-45.033321,8.660254,-34.641016,12.124356,-31.176915,-58.889727,8.660254,-17.320508,0,29.444864,-43.30127,8.660254,K
19.052559,8.660254,15.588457,31.176915,-22.51666,13.856406,-24.248711,3.464102,-13.856406,-27.712813,-1.732051,-1.732051,10.392305,27.712813,-45.033321,1.732051,E
27.712813,15.588457,15.588457,39.837169,-41.569219,31.176915,-29.444864,8.660254,-17.320508,-36.373067,1.732051,-8.660254,25.980762,31.176915,-38.105118,5.196152,X
38.105118,22.51666,25.980762,43.30127,-53.693575,29.444864,-32.908965,10.392305,-24.248711,-53.693575,3.464102,-15.588457,31.176915,41.569219,-43.30127,6.928203,X
22.51666,8.660254,15.588457,29.444864,-24.248711,6.928203,-15.588457,3.464102,-6.928203,-24.248711,6.928203,-3.464102,15.588457,29.444864,-32.908965,3.464102,X
13.856406,3.464102,22.51666,32.908965,-24.248711,5.196152,-17.320508,3.464102,-5.196152,-32.908965,12.124356,-6.928203,12.124356,34.641016,-43.30127,1.732051,T
45.033321,19.052559,22.51666,36.373067,-46.765372,15.588457,-20.78461,13.856406,-15.588457,-43.30127,20.78461,-12.124356,12.124356,32.908965,-25.980762,10.392305,I
27.712813,0,13.856406,27.712813,-25.980762,6.928203,-19.052559,3.464102,-10.392305,-27.712813,3.464102,-13.856406,15.588457,24.248711,-31.176915,3.464102,D
31.176915,-3.464102,34.641016,43.30127,-32.908965,-8.660254,-19.052559,8.660254,-6.928203,-34.641016,8.660254,-22.51666,8.660254,32.908965,-43.30127,1.732051,K
48.497423,29.444864,24.248711,43.30127,-58.889727,17.320508,-27.712813,15.588457,-25.980762,-58.889727,17.320508,-15.588457,8.660254,31.176915,-24.248711,12.124356,X
25.980762,1.732051,24.248711,36.373067,-27.712813,3.464102,-27.712813,5.196152,-20.78461,-39.837169,1.732051,-15.588457,5.196152,27.712813,-46.765372,3.464102,U
53.693575,19.052559,38.105118,51.961524,-71.014083,15.588457,-27.712813,13.856406,-20.78461,-57.157677,19.052559,-27.712813,17.320508,41.569219,-27.712813,17.320508,M
15.588457,-1.732051,27.712813,25.980762,-19.052559,-3.464102,-15.588457,1.732051,-12.124356,-27.712813,3.464102,-15.588457,13.856406,29.444864,-36.373067,1.732051,N
25.980762,8.660254,17.320508,29.444864,-36.373067,12.124356,-19.052559,6.928203,-12.124356,-32.908965,6.928203,-13.856406,15.588457,29.444864,-29.444864,6.928203,D
29.444864,8.660254,20.78461,36.373067,-50.229473,34.641016,-29.444864,13.856406,-15.588457,-36.373067,-3.464102,-22.51666,32.908965,39.837169,-45.033321,5.196152,J
32.908965,17.320508,13.856406,39.837169,-39.837169,24.248711,-27.712813,8.660254,-13.856406,-32.908965,0,-5.196152,22.51666,36.373067,-43.30127,3.464102,Z
27.712813,17.320508,22.51666,41.569219,-51.961524,38.105118,-27.712813,8.660254,-13.856406,-39.837169,-3.464102,-15.588457,29.444864,36.373067,-38.105118,5.196152,D
15.588457,0,36.373067,27.712813,-20.78461,-5.196152,-20.78461,1.732051,-19.052559,-31.176915,3.464102,-15.588457,13.856406,34.641016,-43.30127,3.464102,W
51.961524,27.712813,17.320508,36.373067,-51.961524,17.320508,-24.248711,13.856406,-24.248711,-46.765372,13.856406,-10.392305,8.660254,27.712813,-20.78461,13.856406,T
32.908965,17.320508,17.320508,46.765372,-48.497423,38.105118,-31.176915,8.660254,-13.856406,-36.373067,0,-6.928203,24.248711,31.176915,-39.837169,6.928203,E
31.176915,17.320508,34.641016,39.837169,-43.30127,6.928203,-27.712813,8.660254,-25.980762,-57.157677,3.464102,-19.052559,17.320508,36.373067,-45.033321,5.196152,K
48.497423,29.444864,22.51666,25.980762,-46.765372,13.856406,-27.712813,12.124356,-31.176915,-45.033321,15.588457,-5.196152,10.392305,32.908965,-22.51666,15.588457,S
46.765372,12.124356,31.176915,41.569219,-53.693575,15.588457,-24.248711,15.588457,-13.856406,-45.033321,13.856406,-20.78461,17.320508,32.908965,-34.641016,10.392305,Q
24.248711,10.392305,15.588457,29.444864,-34.641016,31.176915,-32.908965,6.928203,-22.51666,-36.373067,1.732051,-10.392305,22.51666,31.176915,-41.569219,3.464102,F
46.765372,15.588457,24.248711,32.908965,-38.105118,1.732051,-19.052559,8.660254,-15.588457,-41.569219,8.660254,-10.392305,15.588457,25.980762,-29.444864,8.660254,Y
39.837169,15.588457,34.641016,29.444864,-45.033321,10.392305,-20.78461,13.856406,-24.248711,-45.033321,17.320508,-19.052559,20.78461,29.444864,-25.980762,13.856406,P
41.569219,10.392305,29.444864,43.30127,-45.033321,-1.732051,-22.51666,10.392305,-13.856406,-41.569219,8.660254,-19.052559,22.51666,43.30127,-43.30127,6.928203,G
50.229473,-6.928203,29.444864,38.105118,-51.961524,-6.928203,-22.51666,13.856406,-13.856406,-58.889727,10.392305,-45.033321,10.392305,29.444864,-34.641016,5.196152,H
24.248711,8.660254,13.856406,22.51666,-27.712813,15.588457,-29.444864,6.928203,-24.248711,-39.837169,6.928203,-10.392305,12.124356,32.908965,-43.30127,3.464102,T
20.78461,17.320508,19.052559,34.641016,-50.229473,22.51666,-17.320508,13.856406,-3.464102,-50.229473,25.980762,-13.856406,12.124356,43.30127,-32.908965,5.196152,T
39.837169,24.248711,39.837169,43.30127,-55.425626,3.464102,-20.78461,13.856406,-17.320508,-65.817931,27.712813,-19.052559,15.588457,43.30127,-32.908965,8.660254,V
41.569219,8.660254,22.51666,31.176915,-51.961524,6.928203,-19.052559,13.856406,-12.124356,-45.033321,13.856406,-27.712813,19.052559,34.641016,-25.980762,8.660254,O
43.30127,17.320508,20.78461,39.837169,-48.497423,19.052559,-24.248711,12.124356,-19.052559,-43.30127,8.660254,-15.588457,13.856406,22.51666,-22.51666,10.392305,Q
25.980762,13.856406,17.320508,27.712813,-36.373067,13.856406,-29.444864,10.392305,-22.51666,-50.229473,8.660254,-12.124356,3.464102,32.908965,-45.033321,3.464102,Y
13.856406,5.196152,17.320508,31.176915,-25.980762,22.51666,-24.248711,5.196152,-12.124356,-20.78461,-5.196152,-6.928203,22.51666,34.641016,-46.765372,1.732051,J
25.980762,3.464102,22.51666,39.837169,-19.052559,-3.464102,-15.588457,1.732051,-0,-13.856406,1.732051,1.732051,12.124356,32.908965,-45.033321,1.732051,E
34.641016,6.928203,25.980762,32.908965,-22.51666,3.464102,-17.320508,3.464102,-6.928203,-22.51666,3.464102,-1.732051,17.320508,25.980762,-38.105118,3.464102,S
22.51666,13.856406,22.51666,36.373067,-38.105118,25.980762,-22.51666,8.660254,-13.856406,-32.908965,1.732051,-10.392305,19.052559,27.712813,-31.176915,5.196152,A
17.320508,3.464102,19.052559,22.51666,-19.052559,8.660254,-20.78461,1.732051,-12.124356,-25.980762,1.732051,-5.196152,8.660254,27.712813,-39.837169,1.732051,F
41.569219,10.392305,31.176915,31.176915,-36.373067,5.196152,-20.78461,10.392305,-20.78461,-38.105118,17.320508,-15.588457,20.78461,31.176915,-29.444864,10.392305,Y
39.837169,12.124356,25.980762,34.641016,-41.569219,5.196152,-22.51666,8.660254,-17.320508,-39.837169,10.392305,-15.588457,13.856406,32.908965,-32.908965,8.660254,B
34.641016,6.928203,6.928203,24.248711,-43.30127,1.732051,-12.124356,12.124356,-5.196152,-38.105118,13.856406,-24.248711,15.588457,27.712813,-15.588457,5.196152,L
25.980762,6.928203,17.320508,32.908965,-32.908965,22.51666,-25.980762,5.196152,-15.588457,-27.712813,-1.732051,-10.392305,22.51666,27.712813,-36.373067,5.196152,D
46.765372,25.980762,29.444864,36.373067,-51.961524,13.856406,-24.248711,12.124356,-29.444864,-50.229473,12.124356,-15.588457,13.856406,25.980762,-19.052559,15.588457,K
36.373067,19.052559,36.373067,34.641016,-39.837169,-1.732051,-20.78461,8.660254,-22.51666,-41.569219,12.124356,-12.124356,17.320508,38.105118,-32.908965,10.392305,R
17.320508,0,24.248711,31.176915,-13.856406,1.732051,-15.588457,0,-5.196152,-17.320508,0,-3.464102,15.588457,25.980762,-39.837169,0,X
13.856406,-3.464102,34.641016,34.641016,-17.320508,-3.464102,-17.320508,1.732051,-8.660254,-31.176915,12.124356,-10.392305,12.124356,31.176915,-43.30127,1.732051,V
45.033321,22.51666,22.51666,32.908965,-60.621778,34.641016,-29.444864,20.78461,-17.320508,-50.229473,12.124356,-19.052559,17.320508,36.373067,-38.105118,6.928203,J
27.712813,-3.464102,24.248711,32.908965,-20.78461,-1.732051,-15.588457,3.464102,-6.928203,-24.248711,3.464102,-13.856406,17.320508,24.248711,-36.373067,1.732051,Q
39.837169,19.052559,13.856406,32.908965,-45.033321,15.588457,-15.588457,10.392305,-1.732051,-32.908965,15.588457,-5.196152,19.052559,38.105118,-27.712813,6.928203,S
36.373067,24.248711,31.176915,43.30127,-58.889727,31.176915,-34.641016,12.124356,-29.444864,-58.889727,3.464102,-20.78461,29.444864,41.569219,-41.569219,8.660254,K
17.320508,3.464102,24.248711,34.641016,-24.248711,20.78461,-22.51666,3.464102,-10.392305,-17.320508,-10.392305,-6.928203,25.980762,25.980762,-41.569219,1.732051,A
38.105118,20.78461,24.248711,38.105118,-46.765372,15.588457,-25.980762,10.392305,-13.856406,-45.033321,3.464102,-10.392305,20.78461,45.033321,-48.497423,3.464102,E
39.837169,17.320508,22.51666,41.569219,-53.693575,10.392305,-20.78461,12.124356,-10.392305,-41.569219,12.124356,-15.588457,13.856406,39.837169,-32.908965,10.392305,E
32.908965,13.856406,17.320508,32.908965,-45.033321,29.444864,-38.105118,10.392305,-29.444864,-46.765372,5.196152,-15.588457,17.320508,34.641016,-41.569219,6.928203,F
29.444864,19.052559,25.980762,43.30127,-50.229473,19.052559,-27.712813,10.392305,-20.78461,-48.497423,6.928203,-13.856406,6.928203,31.176915,-34.641016,10.392305,K
32.908965,12.124356,15.588457,32.908965,-32.908965,3.464102,-15.588457,6.928203,-5.196152,-31.176915,8.660254,-6.928203,15.588457,32.908965,-34.641016,3.464102,Z
15.588457,12.124356,25.980762,34.641016,-36.373067,12.124356,-17.320508,8.660254,-3.464102,-45.033321,17.320508,-8.660254,12.124356,36.373067,-39.837169,1.732051,Y
12.124356,1.732051,24.248711,32.908965,-20.78461,5.196152,-17.320508,3.464102,-5.196152,-29.444864,8.660254,-5.196152,12.124356,27.712813,-43.30127,1.732051,Y
32.908965,3.464102,31.176915,39.837169,-32.908965,1.732051,-15.588457,6.928203,-5.196152,-31.176915,12.124356,-13.856406,15.588457,31.176915,-34.641016,5.196152,Q
34.641016,-1.732051,27.712813,41.569219,-43.30127,10.392305,-27.712813,12.124356,-15.588457,-43.30127,-6.928203,-31.176915,20.78461,36.373067,-53.693575,1.732051,J
34.641016,10.392305,19.052559,36.373067,-36.373067,3.464102,-19.052559,6.928203,-10.392305,-36.373067,6.928203,-12.124356,13.856406,32.908965,-36.373067,5.196152,E
48.497423,22.51666,29.444864,32.908965,-46.765372,6.928203,-20.78461,12.124356,-17.320508,-43.30127,15.588457,-12.124356,22.51666,43.30127,-32.908965,8.660254,Z
31.176915,3.464102,20.78461,31.176915,-32.908965,6.928203,-20.78461,6.928203,-15.588457,-32.908965,6.928203,-17.320508,15.588457,27.712813,-31.176915,6.928203,H
45.033321,13.856406,27.712813,46.765372,-55.425626,5.196152,-22.51666,13.856406,-12.124356,-48.497423,15.588457,-20.78461,15.588457,38.105118,-32.908965,10.392305,G
19.052559,3.464102,25.980762,36.373067,-24.248711,20.78461,-22.51666,3.464102,-10.392305,-19.052559,-8.660254,-6.928203,25.980762,24.248711,-39.837169,1.732051,A
46.765372,10.392305,39.837169,41.569219,-60.621778,17.320508,-24.248711,15.588457,-15.588457,-41.569219,15.588457,-25.980762,19.052559,32.908965,-27.712813,15.588457,P
31.176915,20.78461,24.248711,46.765372,-50.229473,34.641016,-27.712813,6.928203,-10.392305,-36.373067,-6.928203,-6.928203,27.712813,36.373067,-43.30127,5.196152,Q
36.373067,24.248711,19.052559,25.980762,-50.229473,27.712813,-32.908965,12.124356,-27.712813,-51.961524,6.928203,-13.856406,17.320508,39.837169,-38.105118,6.928203,P
29.444864,-3.464102,25.980762,27.712813,-25.980762,3.464102,-19.052559,6.928203,-22.51666,-36.373067,6.928203,-25.980762,13.856406,13.856406,-24.248711,6.928203,M
25.980762,1.732051,6.928203,25.980762,-27.712813,-0,-12.124356,6.928203,-5.196152,-25.980762,10.392305,-15.588457,13.856406,22.51666,-19.052559,3.464102,L
27.712813,8.660254,27.712813,34.641016,-41.569219,8.660254,-25.980762,10.392305,-17.320508,-55.425626,13.856406,-20.78461,3.464102,34.641016,-43.30127,3.464102,V
48.497423,-1.732051,36.373067,41.569219,-60.621778,0,-20.78461,13.856406,-13.856406,-53.693575,17.320508,-45.033321,17.320508,39.837169,-27.712813,10.392305,N
6.928203,-6.928203,20.78461,27.712813,-13.856406,3.464102,-12.124356,0,1.732051,-10.392305,0,-6.928203,15.588457,29.444864,-39.837169,0,I
31.176915,1.732051,32.908965,39.837169,-36.373067,0,-20.78461,6.928203,-22.51666,-46.765372,6.928203,-29.444864,10.392305,22.51666,-29.444864,6.928203,M
32.908965,17.320508,25.980762,25.980762,-38.105118,12.124356,-27.712813,8.660254,-25.980762,-50.229473,5.196152,-13.856406,13.856406,32.908965,-38.105118,5.196152,Y
43.30127,-1.732051,27.712813,34.641016,-51.961524,-3.464102,-20.78461,13.856406,-13.856406,-62.353829,10.392305,-39.837169,5.196152,25.980762,-34.641016,6.928203,U
34.641016,20.78461,17.320508,39.837169,-48.497423,27.712813,-31.176915,12.124356,-22.51666,-46.765372,6.928203,-12.124356,20.78461,32.908965,-36.373067,6.928203,X
27.712813,20.78461,17.320508,32.908965,-45.033321,34.641016,-29.444864,8.660254,-13.856406,-38.105118,0,-5.196152,20.78461,38.105118,-43.30127,3.464102,I
50.229473,22.51666,34.641016,43.30127,-55.425626,25.980762,-27.712813,15.588457,-19.052559,-46.765372,15.588457,-12.124356,20.78461,31.176915,-31.176915,12.124356,H
31.176915,19.052559,25.980762,41.569219,-46.765372,12.124356,-22.51666,10.392305,-12.124356,-55.425626,19.052559,-10.392305,15.588457,34.641016,-36.373067,6.928203,Y
19.052559,3.464102,25.980762,34.641016,-29.444864,15.588457,-22.51666,3.464102,-20.78461,-34.641016,0,-19.052559,15.588457,20.78461,-29.444864,5.196152,M
15.588457,1.732051,22.51666,27.712813,-31.176915,3.464102,-12.124356,6.928203,1.732051,-27.712813,6.928203,-15.588457,15.588457,39.837169,-39.837169,0,I
38.105118,10.392305,19.052559,36.373067,-39.837169,0,-20.78461,8.660254,-10.392305,-39.837169,6.928203,-13.856406,12.124356,34.641016,-39.837169,5.196152,E
38.105118,-19.052559,31.176915,34.641016,-29.444864,-10.392305,-19.052559,6.928203,-10.392305,-32.908965,6.928203,-36.373067,13.856406,25.980762,-36.373067,3.464102,H
34.641016,25.980762,20.78461,38.105118,-55.425626,24.248711,-27.712813,12.124356,-20.78461,-57.157677,10.392305,-15.588457,20.78461,43.30127,-38.105118,6.928203,X
48.497423,17.320508,17.320508,36.373067,-51.961524,17.320508,-27.712813,13.856406,-25.980762,-45.033321,13.856406,-19.052559,13.856406,27.712813,-20.78461,13.856406,D
19.052559,17.320508,15.588457,34.641016,-45.033321,31.176915,-29.444864,10.392305,-15.588457,-38.105118,0,-8.660254,15.588457,38.105118,-45.033321,5.196152,I
39.837169,12.124356,31.176915,39.837169,-38.105118,3.464102,-20.78461,6.928203,-15.588457,-36.373067,12.124356,-12.124356,13.856406,34.641016,-31.176915,8.660254,G
17.320508,0,20.78461,20.78461,-19.052559,6.928203,-24.248711,3.464102,-19.052559,-29.444864,6.928203,-12.124356,13.856406,34.641016,-43.30127,1.732051,T
