-0.385Source_10-0.376Source_13-0.372Source_5-0.343Source_14+0.314Source_2...,0.771Source_3-0.587Source_1-0.125Source_10-0.115Source_11-0.102Source_2...,'0.818Source_2+0.414Source_10+0.246Source_3-0.144Source_11+0.13 Source_4...',-0.552Source_1+0.463Source_12-0.438Source_11-0.431Source_3+0.168Source_0...,0.789Source_11+0.459Source_12+0.311Source_4-0.149Source_1+0.138Source_0...,0.814Source_4-0.447Source_7-0.282Source_12-0.14Source_10-0.132Source_11...,0.855Source_7+0.316Source_4-0.315Source_12-0.229Source_10+0.063Source_8...,0.555Source_6-0.508Source_12+0.394Source_10+0.268Source_0-0.214Source_1...,0.771Source_6-0.349Source_10-0.225Source_0+0.225Source_12+0.199Source_15...,0.934Source_15+0.227Source_0-0.179Source_6-0.129Source_8-0.103Source_10...,'0.689Source_8+0.67 Source_0-0.131Source_9-0.114Source_10+0.093Source_13...',0.727Source_9+0.536Source_8-0.375Source_0+0.125Source_15+0.106Source_11...,'-0.558Source_14-0.441Source_9-0.404Source_13+0.32 Source_8+0.277Source_10...','0.697Source_14-0.668Source_13-0.164Source_5+0.13 Source_10+0.086Source_4...',-0.876Source_5+0.389Source_13+0.176Source_14-0.145Source_9-0.126Source_0...,'-0.43Source_10+0.42 Source_2-0.401Source_1-0.33Source_3-0.261Source_9...',class
-1.081279,-0.150137,0.515436,-0.773394,-0.918591,1.492814,-1.268416,0.429888,1.065643,0.072529,-1.255122,1.3795,0.923698,-0.842626,-0.17641,-0.287713,D
-0.2723,0.428558,0.704817,-0.112818,-1.022699,0.085335,-0.142938,-0.761943,-0.366767,-0.626495,-1.796023,0.117221,-0.250465,-2.02934,-0.093153,0.364746,E
0.297028,-0.200719,0.231113,0.824422,0.695244,-1.894887,-0.04428,-0.093189,-0.504779,-1.040877,-0.318041,-0.182586,-0.363876,-0.746575,0.482733,-1.321947,K
0.342991,-0.246703,-0.23144,0.036447,0.64943,-0.098753,-0.346277,0.261226,0.153149,-0.421414,-0.340805,0.213982,-0.842013,1.342289,-0.624365,0.385566,O
-0.482332,-0.529246,2.071231,0.495183,-1.182012,-1.882056,0.489986,1.419165,1.724478,-0.386634,-0.149305,-1.228027,1.046398,-0.184714,-1.370643,0.0971,K
-0.928619,0.609368,-2.029781,-0.110431,-0.067236,-0.893941,-1.056379,1.805431,1.262943,1.004201,0.715185,-0.280329,-1.418032,-0.396665,0.188888,-0.256849,Q
-0.008104,0.971712,-1.417601,0.640979,0.337382,-0.415989,0.307802,-0.790819,-0.21357,-1.651313,-0.828067,-0.357685,0.30413,0.391541,0.830178,-1.279437,G
-0.531703,0.114174,-1.907335,-0.549887,-0.306664,-0.499312,1.841648,-0.918525,0.781817,-0.305076,-0.568193,-0.322882,0.22154,-0.015334,-0.397342,1.081911,Q
-1.658427,-0.140762,-0.435994,-1.268205,1.41878,-0.064151,-0.743952,0.261751,-0.675202,1.772656,-1.105575,0.423155,1.357492,0.506252,1.579361,-0.009935,Y
-0.106415,0.102431,0.381403,0.560159,0.823986,-0.579933,0.391945,-0.580002,-0.698173,-2.004841,-0.961718,0.012728,-0.500489,0.239683,-0.2662,-1.619427,C
-0.764877,0.564125,0.629948,-0.202766,-0.913576,-0.222848,-0.165601,-0.409861,-0.169977,-0.700978,-0.93818,-0.13326,-0.668618,-2.707473,-0.327944,0.48423,E
0.517445,-0.639031,0.046828,-1.53628,0.653876,0.385257,-0.339392,-0.297626,-0.044831,-0.552107,-2.040487,0.19315,-1.676614,-0.399958,0.893489,-1.093143,J
1.561215,-0.835444,-0.039573,-0.576343,1.516819,-1.57697,0.018797,0.642807,-0.490148,0.622058,0.249106,-0.891344,-1.213304,-1.78046,-0.292918,0.481466,K
-1.422134,-0.948793,1.523356,1.015034,-0.320425,-0.80546,-0.7102,1.04773,1.757751,-1.049668,-0.868517,-1.043543,1.694598,-3.355955,-1.225371,-0.19067,U
0.482657,0.904361,-1.968004,0.061458,-0.186432,0.233456,0.568618,-0.005025,-0.408539,-0.537535,0.98889,-0.762549,1.470613,-0.683204,0.149214,-0.822454,B
0.948263,-0.471698,0.809387,0.168507,-0.081947,-0.627247,-0.068269,-0.041806,-0.520186,1.226452,0.017882,-0.294032,-0.849607,-1.340834,-0.621007,1.431398,K
0.3337,0.394053,0.414707,1.119564,1.039552,-0.755717,0.079482,0.007421,-1.588183,-1.133311,-1.559249,0.170819,-0.980828,-0.081229,-0.810486,-1.198614,C
-0.116446,0.775998,1.437262,0.221226,1.615462,0.500631,-0.639501,0.91257,0.033343,0.395216,0.298493,0.770421,-0.984897,-1.204592,1.579911,2.600458,N
-0.689178,-1.886649,1.120761,-1.457537,-0.439692,0.522197,0.603474,1.077176,-0.577592,-0.198896,0.175751,0.25305,1.465199,1.760024,-0.054264,-0.626036,T
0.039943,-1.023283,0.180139,0.949007,0.532661,0.928276,-0.929342,-0.106669,0.937596,-2.397302,1.314333,0.533607,-0.570849,2.09164,-0.828111,0.08411,N
-1.040428,-1.197308,1.920492,0.672207,-0.110738,-0.208763,1.527176,0.505122,0.228824,-0.822143,-0.183717,-0.454141,0.775889,0.620226,1.229709,-0.411266,W
-1.36574,-0.260714,-0.861717,0.211923,-0.687249,0.4655,1.253898,-3.068897,1.031477,-1.754002,-2.285751,-0.760022,-0.480072,-0.90911,0.207217,0.15657,Q
-3.186942,-0.015384,-0.712205,-0.50204,0.682978,-0.821,1.014912,-1.044827,1.418325,-0.306651,1.492565,1.083431,-0.924364,-1.291601,-0.502437,0.247044,B
-0.531704,1.059742,1.29859,-0.743883,0.877366,0.099199,0.36427,-0.430695,-0.407112,-0.752436,-0.178723,-0.878126,1.252298,1.212445,0.520523,-1.939898,T
0.891258,-0.918538,-0.035427,-1.43221,-0.104564,0.582614,1.193202,-0.223869,0.109788,-0.835205,-0.474375,0.44768,0.509201,-0.68863,1.347203,-0.631178,F
-1.395894,-1.093075,-0.25044,-1.463911,-0.938615,-0.333754,1.00055,-0.995816,0.557131,1.011216,-0.010833,0.265787,0.129666,1.299361,-0.72178,0.109137,T
0.6086,-1.370535,-1.293014,1.325701,-2.379652,-0.054697,0.267987,0.829948,0.419963,1.507005,-0.050709,-2.098286,-0.224944,0.260758,0.397355,0.651709,A
0.548976,-1.252094,1.046524,-0.648181,-0.24549,-0.354233,-0.749571,0.138256,-0.191169,-0.280316,1.419164,-0.728283,0.915487,1.358613,-0.649505,1.290078,N
0.804323,2.126597,-1.450648,-0.756887,-0.347798,-0.594117,-0.101682,-0.509451,-0.996705,0.841689,1.282045,1.21525,1.321996,1.206372,-1.57295,1.879823,S
0.378388,-0.467214,0.382549,0.470936,-1.151925,-1.260122,-1.818675,-1.390631,-1.088934,1.471925,-1.050232,0.259462,-1.030617,-0.273166,0.723859,0.310469,L
0.243753,1.117312,-0.258053,-0.405512,-0.875322,0.649446,0.161424,-0.739936,0.578556,-0.714604,-1.016636,-0.12443,0.121859,-1.972159,0.489375,0.221555,B
-1.822005,0.122316,0.206186,-2.708656,0.715205,-0.461944,-0.585585,0.180268,-0.331358,1.760392,1.243298,0.598897,0.617677,-0.281582,-0.37837,-0.466221,T
1.308708,-0.134369,-0.189447,-1.283969,-0.672704,0.039992,-0.050246,-0.194329,-0.179243,-1.340008,-0.133284,-0.042563,0.335323,-0.012243,0.531173,-0.116511,D
0.299019,-0.925403,-1.499928,0.458831,-0.264572,-0.567102,1.980297,-2.332851,0.744269,-0.105405,0.075126,-0.889645,1.303288,-1.098545,-1.272214,0.342413,Q
0.70497,-0.358536,-0.23616,-0.725764,-0.32107,1.633372,0.098137,0.493622,-0.928568,0.660747,0.397154,1.014197,1.752319,-0.457382,-0.253928,0.833175,P
0.994148,-0.576953,0.241634,-0.138366,0.736622,-0.439663,0.5113,0.766239,-0.200109,-0.110296,-0.292426,-0.018716,0.03753,-0.462725,0.911775,0.164472,H
-0.728235,1.185454,0.440102,-0.524249,-1.127351,0.715858,-1.030012,-0.032637,0.59436,-0.214605,-1.651334,1.052886,0.931722,-0.956517,0.37614,0.885329,B
0.459138,0.271262,1.087631,-0.40331,1.362075,-0.372607,-0.50907,-0.980345,0.406659,-0.980809,-0.080054,0.28041,0.404974,0.608669,-0.512102,-0.296062,U
0.162311,-0.455636,1.552246,0.144073,0.349551,-1.224428,-0.139995,0.41061,0.312314,-0.763472,-0.133422,-1.526305,0.632306,-0.065696,0.073785,0.039896,A
1.005839,-1.028392,0.297318,2.964591,-0.509909,0.098145,1.269753,-0.131251,-0.183568,0.520597,0.985007,1.401937,-1.886211,0.189178,-0.287525,0.788863,K
0.842692,0.266993,-0.012534,-0.239342,-0.518345,-0.549866,1.026526,-0.107214,-0.269329,-0.357837,-0.355225,-1.594346,1.550147,1.15686,-0.065376,1.054788,X
-1.062583,-0.059192,1.085356,-0.030524,-0.137009,-0.166006,-1.428668,0.241346,0.85462,-0.163593,0.70452,0.447773,-0.140322,-0.892447,-1.069224,-0.525681,N
-1.662809,3.40997,0.524123,2.391303,-1.275442,1.393728,0.516001,1.568264,-1.513203,-0.079663,-2.563843,-1.255051,1.341023,-1.54438,-0.896992,-0.724178,Y
2.437343,2.194144,0.846788,0.341663,1.099268,1.903786,0.895469,-1.755978,0.15472,1.574345,0.437945,-2.078299,0.825073,1.74912,-0.460619,1.863722,Y
-1.658397,-0.618145,0.165416,-0.416694,1.64107,0.771387,-0.28065,-0.202037,-0.913002,2.191674,-0.488837,0.344832,1.316168,0.051518,0.955581,0.618074,Y
1.583041,0.410673,-1.039013,-0.408183,-1.675796,0.451873,-0.648214,-0.290872,0.474544,1.209001,0.217662,-1.714919,-1.87824,-0.20863,0.284852,0.758528,A
-1.09102,-0.054906,0.256024,1.25286,-0.443458,2.457018,-1.672113,1.641871,-1.636584,-1.96662,0.422055,1.19553,-1.766634,1.989602,-0.601806,-1.030295,H
0.174635,-0.152897,0.778748,0.187028,2.112332,0.195065,0.173108,0.766315,-0.227588,0.395642,0.312689,-0.045286,-1.690023,-0.860374,0.831255,1.340912,N
1.18812,-1.197037,-0.926734,1.134679,0.524357,2.595273,-0.853443,0.086514,0.495161,-0.928706,0.276477,0.917317,-0.916692,2.215672,-1.165281,1.373237,H
0.032361,0.015388,0.574921,0.224968,-0.520968,0.663493,-0.521446,-0.370377,-0.004454,0.839377,0.166306,0.045059,-0.176144,0.324724,-0.026438,-3.010411,I
-0.711055,-0.373722,-1.388022,-0.434927,-0.37421,0.15622,0.905216,-1.355071,0.364879,-1.059909,0.940147,0.073605,0.000495,-1.205816,0.147999,0.721093,D
-0.085854,1.058866,-0.692615,-0.734763,0.554736,-1.883606,-0.260717,-0.682834,-0.872535,-1.277394,0.650378,-1.136565,0.850945,-0.247219,0.339789,-0.765588,X
0.518386,-0.645381,3.171505,1.888208,-0.028973,-0.04454,0.610093,0.618391,0.087343,0.163379,-0.836358,-0.168151,0.411014,-0.373238,1.064501,1.803991,W
1.372661,0.6274,0.229604,0.47659,1.719325,1.955005,0.202625,-1.426536,0.089014,2.02104,0.933315,-2.384815,0.709004,0.069674,-1.039377,0.60356,V
-1.037362,-0.786239,-0.561286,-0.214488,-0.014382,1.293366,-0.208966,0.284867,-0.137804,0.092086,0.14633,0.493715,-0.237464,-0.292995,-1.20835,-0.337736,O
0.456214,0.26119,-1.442978,0.14933,-0.77834,0.366718,0.717502,0.584567,0.288248,0.76051,0.394213,0.266466,0.667329,0.284502,-1.838492,-0.141753,S
1.390026,4.561054,2.694289,-1.001209,1.105321,0.050371,0.585561,-1.516798,0.950173,1.313759,1.36339,1.424164,-0.396501,1.50138,-0.674844,-0.182104,T
0.668702,-0.388244,0.386081,1.022367,0.627311,-1.758589,0.357473,-0.772347,0.26368,-0.895841,-0.380158,0.262784,-0.132267,-1.030214,0.097312,-0.966222,K
-1.432626,-0.111418,0.369537,1.567269,0.097859,1.652593,-2.207004,0.855262,-1.567714,-2.218771,1.8758,-0.1615,-1.219297,1.663634,-0.871763,-0.701046,N
-0.445663,-1.434914,-0.358198,-1.313124,1.275371,-1.622305,0.987143,-0.112728,0.853642,1.021232,-0.350363,-0.101807,0.233475,0.41668,-0.180292,0.219353,Z
0.404725,-0.410077,0.087771,-1.642061,-0.4165,0.551545,0.425367,-0.081701,-1.295045,-0.686591,0.340858,0.646393,-0.424977,-1.405987,1.163514,0.997355,F
-0.317085,0.538698,0.151758,0.131886,-0.765541,-0.76473,0.299624,1.909608,-1.602038,-0.17344,-0.358385,-0.668975,0.206131,0.815925,0.187631,0.514733,F
0.734775,-0.167865,3.766923,0.214082,-0.864327,-0.737154,0.610268,-0.076929,-0.286572,-0.649712,1.761468,-2.914923,1.310695,1.461443,-0.551707,1.306973,W
0.166855,0.976658,-2.54024,0.087984,0.015041,-0.130112,0.709997,1.163509,-1.209936,-0.847649,0.289142,-0.785011,0.49771,0.213354,-0.171139,-0.334609,S
-2.979917,0.702271,-0.985554,0.374605,1.088086,-0.889276,1.526157,-1.049048,1.527861,-1.144079,1.941592,0.524538,-1.57953,-2.211591,0.181255,-0.395131,R
1.200341,0.054759,1.57126,0.923002,1.137702,0.837105,1.016288,0.106498,-0.646499,0.440526,-0.241313,0.285912,0.223951,-0.072541,1.090094,0.356398,V
0.008012,-1.468964,0.859331,3.386679,-0.722896,0.284212,0.873305,-0.820261,0.206395,0.682249,1.292659,1.109117,-1.619886,-0.507305,-0.799922,-0.322257,K
-0.302881,-0.28689,0.463911,-0.389959,-1.814522,-0.929579,-1.964249,-0.79555,0.092683,1.374055,0.426524,0.788572,-0.483719,-0.031431,0.136362,-1.141963,L
0.81009,0.323481,1.474546,0.673487,0.760939,0.626906,1.461676,-0.215703,0.189112,0.127282,-0.034696,0.045889,0.736306,0.366214,1.525969,-0.724305,V
-0.326511,2.174281,-0.989606,0.214312,-0.664604,-0.074334,0.501974,1.419899,-1.241523,0.268898,0.443905,-0.239089,0.188544,-0.3818,-0.140684,0.517673,J
-0.708982,0.018473,0.657948,-0.837129,-1.370207,0.281695,-0.62123,0.942771,0.980251,-0.020989,-1.219336,-1.13569,1.152075,-0.536331,-0.006852,0.076103,F
0.600905,-0.840803,0.531865,-1.89775,-0.026573,-0.052572,0.057828,-0.018675,-0.011814,0.051027,-0.854225,0.515705,-0.154904,-0.70614,0.706665,-1.765762,I
-0.021699,0.868694,-0.659104,0.506871,0.18029,-0.936995,0.008448,-0.29378,-0.815688,-1.536866,-0.647055,0.107879,0.283341,-0.701757,0.46315,-0.687085,E
1.50968,-1.261606,0.190745,0.569479,-0.794543,1.510827,1.814724,1.040387,0.299649,-0.422401,0.620941,2.694504,0.778915,0.593333,0.100773,0.081961,P
-0.498311,1.301039,0.108799,1.686199,-0.278044,0.020284,0.983847,0.160675,0.924475,-1.065577,-0.288592,2.817086,-0.832154,-0.290623,0.646332,-0.52791,R
-2.182972,-1.519798,0.749671,-0.194869,-0.163746,1.392163,1.710243,-1.672944,0.766703,-0.228804,0.983105,-0.105007,1.919201,0.766433,-0.878649,0.057101,V
1.524596,-1.505324,-0.622183,0.640953,0.924351,2.097508,-0.943686,0.176994,1.522418,-0.971369,-0.264126,0.97864,-0.085305,1.570317,-1.615332,0.197423,H
-0.324887,-0.741509,0.191334,1.070694,0.360299,-3.005383,0.066294,-0.196203,-0.818265,1.594346,-0.774765,1.775668,-1.418629,1.170333,-2.220869,-0.425553,E
0.804451,-1.242041,0.710899,-0.663456,0.879638,-0.778741,-0.06535,0.24635,-0.402251,1.673123,0.324245,-0.635062,0.129345,-0.891576,-1.06078,-0.176798,X
-0.879045,-0.308068,0.216055,-0.236513,-0.041697,0.749184,-0.193771,0.71096,0.640988,0.328291,-0.127787,0.729324,-0.46017,0.595636,-0.933283,-0.92789,O
-0.390352,-0.243349,0.362773,-0.349425,0.243125,-0.236677,-0.419439,0.280581,0.120071,-1.360395,1.137102,-0.416535,-0.101769,0.660966,0.608242,-1.954373,N
-0.735072,-1.004399,0.074327,0.677752,0.941613,-0.730041,0.748176,-0.019837,-0.690901,0.33716,-1.713596,0.021985,-1.63665,0.285043,-0.327933,-0.126255,C
-0.435884,0.47691,-0.260407,0.565252,-0.637677,0.669289,-0.07709,-0.21945,-0.098546,1.163788,0.752317,-0.185057,-0.003577,-0.144924,0.002019,0.288798,X
0.354218,-0.238076,-0.566066,-0.420118,0.352668,0.372226,-0.576692,0.020615,0.86597,-0.041435,0.429673,0.118055,0.956287,0.252449,-0.113414,-0.295278,D
-0.171915,-0.181642,-0.119688,0.78201,0.791894,0.007345,-0.797459,0.348952,-0.48121,0.017398,-1.411097,-0.038825,1.173666,-0.259351,-1.055065,1.467185,T
-2.117515,-0.936233,0.19747,-0.162232,-1.097206,-0.065831,1.473852,-1.769814,0.891873,-1.00822,0.669787,0.145723,-0.348721,1.275333,-1.307797,0.057703,O
1.021892,-1.486971,0.38276,-0.654036,0.337467,1.142353,0.285922,1.911851,-0.404096,1.333225,0.453632,1.199452,0.849979,0.000258,-0.955121,0.233212,F
-0.163757,1.06404,0.119336,1.200689,0.543967,-0.983639,-0.292887,-1.016354,0.023008,0.883279,-1.916788,1.331461,-0.641495,0.299237,0.783454,0.653993,I
1.206306,-0.606356,-0.598467,-2.099569,0.341572,-0.919435,0.317597,0.547218,-0.739882,0.214293,0.014229,-0.112383,0.23733,-0.602643,-0.255616,-0.335535,Z
0.341545,0.858095,-1.067355,0.274845,-0.358968,0.20047,0.105617,-0.747735,0.04669,-0.951452,0.294316,0.356686,1.293656,-0.530564,-0.181486,-0.226001,B
0.251503,-0.059619,-0.985985,-1.183282,0.353613,-0.719188,0.340967,-0.109604,-0.341537,-0.476224,1.195218,1.023418,-0.798036,-1.166427,0.323275,0.090635,S
0.637588,-0.170978,0.402118,-0.503497,0.973266,-0.688076,-0.916389,0.097805,1.013646,-0.582024,1.133419,-1.368884,-0.699328,-2.298334,0.991528,1.036559,M
-1.903633,-1.512232,-0.63813,-0.805024,-0.323553,-1.219526,0.920533,-0.400262,1.060851,1.146815,0.839249,0.070742,0.569337,1.15698,-0.784725,1.067531,D
1.074588,-1.616292,-2.115412,2.948191,-0.454961,-0.027463,-2.781069,-1.302585,-0.184254,0.475731,0.48357,-0.01556,2.356218,0.220008,3.268093,-0.772328,L
0.370037,0.319819,0.261699,-1.168326,-0.372155,-0.396367,-0.391042,-0.168639,0.598188,-1.546873,1.621917,-1.606898,-1.073435,-0.762709,0.866802,0.126391,M
-0.170879,1.556357,0.210642,0.701995,0.976063,-1.366629,-1.266754,-1.330854,0.259944,-0.055636,-0.995832,1.682975,-0.529166,0.680973,-0.346273,0.66583,C
-1.199215,1.711701,0.056448,-0.952734,-0.151068,0.510964,0.113165,1.729915,-0.584568,0.53719,0.341688,-1.770344,1.259046,0.835192,0.580214,-1.065956,P
0.324438,-0.384219,0.118552,-0.996937,1.486154,-1.366532,-0.39955,0.946624,-0.897986,1.010821,-0.298336,0.645991,-0.860553,-0.070138,0.051533,0.931612,E
0.120399,0.908178,-0.447704,1.252576,-0.354062,0.470469,0.215631,0.518191,-0.495585,-0.739309,-0.004548,-0.557984,-0.260673,-0.311841,-0.544768,-1.351337,Q
0.800159,-0.05156,-0.511799,0.144508,0.753061,-0.402297,0.639988,-0.103886,0.434662,-0.738566,-1.058297,-0.071625,-0.343786,-0.20787,0.081874,-0.68644,G
0.446671,1.824101,-0.085951,1.718198,0.189029,0.43388,1.267449,0.472994,0.287142,-0.452582,-0.484471,-0.619102,-0.146246,0.519479,-0.160961,-0.958609,Q
0.137028,0.643155,-0.442755,0.455648,0.32982,-0.70213,-0.105466,-0.319362,-1.09184,-1.27199,-0.143711,-0.352516,0.193432,-1.021135,0.034687,-1.359626,E
-2.169108,-0.95723,0.341223,-1.002261,1.516893,-2.144005,-1.163245,1.306083,0.143161,0.232334,0.183044,0.211091,-0.850527,1.287377,0.283925,0.679296,U
0.786591,-0.440991,-1.599345,0.804076,-1.267814,-0.080658,-0.298526,-0.419326,0.87158,0.875829,-0.24329,-1.75679,-0.399222,1.108986,2.326364,-0.550466,A
-0.419959,0.014166,-0.635913,0.940122,0.878096,0.367864,-0.080253,-0.182604,-0.165974,0.770206,-1.060208,0.911473,-0.497663,-0.729068,-0.373265,1.059052,G
0.16976,0.184096,-0.71625,-0.975044,-0.216195,0.265093,-1.175477,-0.107028,0.398755,-1.367837,0.999175,0.94818,0.501509,0.928936,0.185614,0.329838,N
0.378864,0.03396,0.349801,-1.669728,-0.504216,-0.220715,-0.329507,0.437149,-0.320276,-0.873363,-1.332887,-0.634316,-1.838818,0.762829,0.56127,-1.942383,J
0.422887,0.582395,0.676378,0.674775,1.093605,1.927459,0.345783,-0.716066,0.55823,1.727645,-0.144236,-0.866391,0.483973,0.36281,-0.318036,-0.323897,V
0.13324,-1.341042,0.513249,1.091563,0.000413,1.180958,-0.748813,-0.271813,0.993056,-1.484036,1.885212,0.638707,-0.733736,2.032264,-1.768003,0.094389,N
0.361923,1.604505,-0.642913,1.31986,-1.342393,0.063235,0.59403,0.50139,0.463902,0.112275,0.882351,-0.251587,-1.046913,-3.549119,0.31426,0.825081,K
1.035746,-0.480607,-1.032269,0.291378,-0.138246,-0.350998,1.299127,0.153443,0.071082,0.338152,-0.582502,-0.611018,1.173076,0.844251,-2.4022,-0.260207,S
0.935238,-0.60083,0.409088,-1.74039,-0.687027,0.186202,0.686452,-0.134756,-1.21429,-1.20592,0.176183,0.030152,0.270813,-0.934139,0.744685,0.098779,F
0.779036,-0.883423,-0.603522,-0.163994,0.03525,0.704852,0.600816,0.486695,0.028717,-0.14877,-0.218379,0.564615,1.799211,-0.016874,1.378858,-0.541462,P
1.166274,0.66608,-1.023281,-0.106557,-0.952675,0.085752,-0.349701,-0.341081,0.76084,1.05991,-0.53476,-1.53896,-1.793548,1.268566,1.313312,0.476961,A
1.23134,-1.017239,0.453769,-1.302591,-0.083031,0.554727,0.871926,0.156358,-0.870603,-0.290135,-0.363587,0.54825,0.631679,-0.442971,1.115151,0.460689,F
-1.283687,1.519822,-0.674907,0.453097,-0.914314,0.095056,0.191783,0.857059,-1.406844,1.147095,0.514583,-0.811478,0.918869,-0.530852,-1.289552,-0.462883,J
-0.724124,1.412074,-0.933455,0.328962,-0.86953,-0.342645,0.784217,1.227751,-0.934235,0.718856,0.539234,-0.641273,0.00901,-0.365265,-0.924601,-0.709993,J
-1.192436,-2.716008,1.470016,1.385135,1.380452,-0.744516,1.046439,0.039021,0.987056,1.79622,1.527798,-0.832428,-0.343833,-0.9585,0.642342,0.559687,W
-0.369758,-1.989785,-0.555245,-0.464489,-0.485726,-1.139508,1.267935,0.342194,0.073707,0.526224,1.053216,-0.20619,0.977126,1.033831,-0.115631,0.390634,D
-0.767149,-0.709408,-0.266038,-0.374396,-0.975134,-0.497889,1.842304,-1.154657,1.061239,-0.811774,0.278399,-0.352851,-0.208131,1.625938,-0.307637,0.005365,O
-1.148637,-0.535162,-0.863481,-0.924974,-0.489986,-0.014387,0.417769,-1.482728,0.803465,-1.263358,-0.204257,-0.359959,-1.557997,-0.892249,-0.290845,0.92158,D
-0.555663,1.043023,-0.533192,0.331298,0.218699,-0.610829,-0.111045,-0.022389,0.395065,-0.904716,0.45598,0.633465,0.429456,-0.67011,1.299274,-2.034779,R
1.23398,0.715455,-0.286052,0.572685,2.145081,1.461064,1.035914,-0.61333,0.595694,0.382512,-1.320776,-1.783065,1.257176,0.737351,1.451342,-0.798949,Y
1.061611,0.900693,0.535401,0.42302,1.517059,1.021847,1.111846,-0.717993,0.246731,0.51702,-0.757091,-1.414801,1.040022,0.70313,1.145765,-1.070258,Y
0.282316,-0.858965,-0.088762,-1.263586,-1.227298,1.727664,1.326132,-0.034114,-1.431312,-0.385926,-0.08166,1.011373,0.586552,-0.451278,1.066482,0.31281,P
-0.034214,0.618065,0.704219,0.047523,1.670162,-0.45123,-0.687872,-0.25628,-0.495913,-1.377418,-0.329761,-0.262732,0.203261,0.101236,0.959497,-0.789189,U
-2.490592,1.645713,-1.220143,0.840952,0.713398,0.413697,0.28235,1.499728,-1.62442,0.537706,-0.104319,-1.068482,-1.129654,-0.426383,-0.469391,-0.29614,Q
0.114067,0.074194,1.269738,0.139149,1.273563,0.225956,1.372411,0.115404,-0.31932,-0.118728,0.486027,-0.71389,0.491723,0.150135,1.428797,-0.005558,V
0.582118,0.137278,-0.86535,-0.528374,-0.110257,-1.433985,-0.10183,-0.90151,-0.171795,0.427637,0.648108,0.884451,1.30802,0.080892,-2.364601,-0.03971,Z
0.286325,-1.625432,0.339221,0.012582,1.913431,0.125351,0.063507,-0.006128,-0.405077,0.665292,-0.215526,-0.294163,-0.732442,-0.612235,-0.299183,0.056255,U
1.597485,-1.143442,0.659717,-0.357252,-0.606868,-1.799716,0.76241,0.275219,-0.836921,-0.626321,1.342176,-1.401179,-0.712403,-1.402023,-0.445248,0.513568,K
0.595899,-0.513856,-0.236654,1.047381,0.337445,-0.029459,0.903124,-0.571507,-0.568543,-0.381409,-0.779871,-0.208622,-0.333667,-0.66148,-0.036882,-0.202698,G
0.132433,0.545746,-0.352931,-1.214941,-0.209929,-1.483099,-0.107317,-0.440117,-0.624391,0.877276,0.175941,0.864512,0.794434,0.013433,-1.415764,-0.556466,Z
0.502784,0.050058,0.004938,-1.301853,-0.738783,0.482659,-0.588817,-0.235938,0.033435,-1.230953,-0.233979,0.239942,0.633684,-0.343207,0.712022,0.577696,D
0.184918,1.323245,-1.502089,-0.817498,0.201815,0.42078,-1.653874,-0.667339,1.658542,0.044463,2.128753,-1.233498,-4.131564,-1.209782,2.309034,3.552784,M
0.678479,-1.035159,2.616353,0.193953,-0.827061,1.002435,-0.300941,0.807602,0.690708,0.41604,-0.237644,-2.932545,1.62855,2.018625,-1.463219,1.475231,W
0.157632,0.143119,0.31674,-0.410819,1.177791,-0.809927,-1.325388,0.966528,1.179013,-1.690728,1.85897,-1.570228,-1.25949,-1.661277,-0.137504,-0.964702,M
0.735457,1.100234,0.166038,0.216366,-0.081181,-1.732316,-0.354198,-0.352865,0.436079,0.954403,0.649656,0.073442,0.076169,-0.295573,-1.121748,-0.074339,X
1.003812,-0.533927,-0.030291,-0.194296,-0.080079,1.423464,0.364213,0.908603,-0.009748,0.672219,-0.502251,1.186716,1.578148,-0.417966,0.72376,0.381241,P
-0.621355,0.478632,-0.17459,0.349858,0.268917,-0.593922,0.010594,-0.867571,0.319195,-0.75355,-0.663081,0.502168,0.51647,-0.710864,-0.376728,-1.348471,E
-0.430377,-0.05762,-0.938866,1.021734,-0.125231,-0.467595,0.005488,1.28342,1.477684,0.868399,-2.013204,-0.095919,-0.287753,0.902627,-0.505963,0.465497,G
-0.279637,0.325003,-0.276648,1.427415,-0.903822,-0.694385,1.341435,0.236612,-0.667162,0.689975,0.089712,0.110943,0.467777,-1.266279,-1.314776,-0.3451,L
0.482986,-0.189581,-0.522273,-0.317214,1.344015,0.539431,1.518168,1.268144,0.31452,0.141526,0.560587,1.686868,-0.238672,-0.450421,1.599557,-1.859605,F
0.554049,-0.780124,-1.23317,-0.125942,0.621648,-0.157623,0.104585,-0.200113,0.408126,-1.424261,0.700187,0.151091,0.949676,0.167877,0.615901,-1.574808,D
-0.136753,1.177274,-0.635631,0.190846,-0.181949,0.125492,0.238995,-0.688062,0.579284,-0.438917,0.466458,0.761087,-0.350831,-1.784269,-0.633986,-0.24376,R
0.603993,1.379594,-2.120472,-0.166374,0.470365,-1.256791,1.069388,-0.638038,0.297455,-0.450724,0.060511,-0.564499,1.04955,1.135708,0.504211,-1.327424,S
0.343276,-0.896361,0.182148,-0.563295,0.693669,0.607204,0.608682,0.780842,0.089406,1.000633,0.000887,0.332856,1.026417,-0.030807,-0.233929,-0.414843,F
