Source_0,Source_1,Source_2,Source_3,Source_4,Source_5,Source_6,Source_7,Source_8,Source_9,Source_10,Source_11,Source_12,Source_13,Source_14,Source_15,class
-0.010505,0.003395,-0.008254,0.003601,0.002012,0.004408,-0.001127,-0.008962,0.002926,-0.004355,-0.002077,-0.015865,-0.018615,-0.006186,-0.012787,0.002359,O
0.004284,0.000149,-0.001205,0.005746,0.007376,0.001761,-0.006005,0.005987,0.001722,0.00234,-0.001219,0.007108,-0.002707,-0.000721,0.00857,-0.006619,B
0.002815,-0.001089,0.001412,0.006925,-0.006312,0.006361,-0.004207,0.00753,0.01293,-0.008354,-0.00157,0.004202,0.004983,0.000324,-0.009293,0.002817,I
0.006071,0.000608,0.001558,0.003673,0.002967,0.001385,0.012417,0.001549,0.012895,-0.003294,-0.000945,0.004849,-0.007407,0.000323,-0.004241,-0.011775,W
-0.018926,-0.005815,0.004259,0.003542,-0.00341,0.01002,0.002966,0.002021,0.000256,-0.000636,-0.010073,0.013369,-0.000265,-0.005518,0.000338,-0.00366,A
-0.014649,-0.001353,0.007803,-0.000334,-0.005284,-0.007178,-0.005744,0.009066,-0.00371,-0.006786,0.005651,-0.001197,0.002677,0.004587,0.006054,-0.001754,X
-0.009391,0.003978,0.01024,0.000384,0.003309,-0.009732,-0.005015,-0.001042,0.002304,-0.002862,0.013781,-0.007573,-0.000823,0.011125,0.006637,-0.000367,S
0.001461,-0.001882,-0.000092,0.007259,0.004119,-0.002598,0.000646,0.003877,0.000832,-0.004217,-0.004931,-0.001826,0.001449,-0.005418,0.006187,0.011526,D
-0.0013,-0.002046,-0.006248,0.004195,0.009554,0.003111,0.007575,-0.007001,-0.003641,0.013356,0.001656,0.007273,-0.000095,-0.000207,-0.0049,-0.004403,X
-0.002418,-0.017504,0.003116,-0.003415,0.015509,0.014792,0.01266,-0.006444,0.00495,-0.003213,0.009503,-0.001013,0.011965,0.00669,-0.000074,-0.001407,Y
-0.007735,0.003588,0.007664,0.00745,0.008511,0.011,-0.011482,-0.013191,0.003247,0.002157,-0.004829,-0.010349,-0.014569,0.011713,0.004905,-0.00666,Q
-0.006322,0.004158,0.002826,-0.001289,-0.003569,-0.006241,-0.007585,-0.010817,0.001213,-0.012708,0.002028,0.000395,-0.002173,0.008057,0.005797,0.002793,H
0.005454,-0.00398,-0.002344,0.000065,0.00512,-0.006743,0.015912,-0.007428,0.003358,0.001161,-0.002404,0.005985,-0.005457,0.003461,-0.002834,-0.009512,W
0.007392,-0.001504,0.003873,-0.013265,0.008107,-0.013111,0.012012,0.00403,0.004016,0.001007,-0.007676,0.007382,-0.011215,-0.004803,-0.008323,0.013051,M
-0.007624,-0.022345,-0.006305,-0.008553,0.008565,-0.011707,0.008417,-0.009132,-0.003671,-0.012721,-0.006555,-0.009316,-0.009368,-0.008737,-0.00376,-0.007601,W
-0.014695,-0.001735,0.007007,-0.005697,0.004357,0.00454,0.004831,-0.01065,-0.00546,-0.003957,-0.005894,0.016069,0.000281,0.003719,0.003794,-0.005133,A
-0.004596,-0.002607,-0.00878,0.004991,0.010695,-0.007779,-0.007071,0.003231,-0.004076,0.004045,-0.008933,-0.002393,-0.013498,0.008088,-0.016404,-0.003951,R
-0.008489,-0.006217,0.008297,0.00376,0.008144,0.001343,-0.00697,0.00531,0.005412,0.003225,0.003482,-0.002433,0.00177,0.002277,0.007848,-0.010118,X
0.004439,0.003453,0.001026,-0.005307,0.000857,0.003294,-0.006229,-0.002538,0.005556,-0.003341,-0.004747,0.003224,-0.00205,0.002853,0.001596,-0.013091,K
-0.008795,0.000798,0.00997,0.008148,0.006983,-0.006387,-0.000207,0.004746,-0.007655,0.003556,0.003254,-0.002223,0.003592,0.006944,0.00318,-0.001945,E
0.00132,-0.002458,-0.007527,-0.009609,0.001418,-0.00719,0.007051,-0.008755,-0.004335,-0.008793,-0.003408,0.00445,0.001151,-0.000112,0.005827,-0.005468,N
-0.001281,-0.006221,-0.005215,0.009586,-0.008962,0.001536,-0.006112,-0.003453,0.00403,0.000608,0.009609,0.007966,0.005208,0.00295,-0.013354,0.001404,I
-0.004966,0.002168,0.012454,0.007644,-0.007091,-0.006925,0.001811,-0.000538,-0.003275,0.006375,0.011112,-0.003117,0.006592,0.005392,-0.000157,-0.00728,E
-0.015627,0.017879,-0.009889,-0.01111,-0.001864,0.003625,0.017262,-0.006728,0.001906,-0.002612,-0.000897,0.020806,0.001875,-0.001019,0.001169,0.00121,A
0.002697,0.008125,-0.007841,0.014053,-0.00054,0.001682,0.010197,0.009377,-0.008692,0.002367,0.004703,-0.001014,0.004684,0.012691,0.011285,0.015971,P
-0.00223,-0.001906,-0.002396,0.010056,0.003872,-0.002725,-0.005943,0.005499,0.008516,0.002545,0.00406,0.001722,-0.001104,-0.00151,-0.004914,0.002954,B
-0.01068,-0.006555,-0.003749,-0.003976,0.017129,0.004302,-0.006185,-0.004592,-0.004264,0.009028,0.009563,-0.001627,0.006679,-0.015468,0.004213,0.008487,S
-0.00515,0.008724,0.000529,-0.000616,-0.005873,-0.013484,0.003697,0.003474,0.005121,0.000229,0.000447,-0.001859,-0.001798,0.003842,0.003781,-0.011027,R
0.006365,-0.006088,-0.000779,0.003715,0.002528,0.00524,0.002107,-0.002621,0.009926,-0.010375,0.011707,-0.007921,0.008727,-0.000718,-0.013828,-0.00199,T
-0.004592,-0.019798,0.000824,-0.001611,-0.006786,0.002591,-0.005359,-0.00617,0.004104,-0.009528,0.016331,-0.00399,0.011869,0.008415,-0.005564,0.007258,T
-0.015515,-0.006374,0.004256,-0.000953,-0.001913,0.00727,0.001446,0.004097,-0.005395,-0.00021,-0.012647,0.003759,-0.008339,-0.00254,-0.019771,-0.008866,A
0.005087,-0.003238,-0.001779,0.000163,-0.005198,-0.000091,-0.007194,-0.003143,-0.001476,-0.001592,0.000563,0.004829,0.002939,-0.000754,0.002323,-0.005463,X
-0.004074,-0.001295,0.010548,0.011501,0.00306,-0.012959,-0.00202,0.007759,-0.001221,-0.002489,0.002482,-0.000537,0.002188,-0.00003,-0.000073,-0.006773,H
-0.008696,-0.00686,-0.012514,-0.003317,-0.009999,-0.001362,0.00417,0.011784,0.001218,-0.012786,0.003114,-0.005253,-0.010515,0.010159,-0.007965,-0.001132,V
0.004148,0.007676,-0.00182,0.014983,-0.000289,0.003813,0.006934,0.006033,0.002205,-0.003785,-0.001715,-0.003607,0.007615,0.005622,0.007115,0.007667,P
-0.001572,-0.020258,0.009519,-0.002873,0.011942,0.010922,0.009716,0.000526,0.005148,-0.001724,0.006717,0.003076,0.003838,0.009095,0.002154,0.002097,V
0.004353,0.001173,0.002021,-0.003228,0.009654,-0.003295,0.017838,-0.008746,0.003889,0.005974,-0.016454,-0.009614,0.006621,-0.004981,-0.001696,0.013167,N
-0.001682,-0.003181,0.009209,0.003662,-0.009081,0.001606,0.00147,-0.0008,0.009246,-0.008,-0.001416,-0.000765,0.005077,-0.002426,-0.001689,0.003207,U
0.002272,-0.002901,0.002824,0.001496,-0.007057,-0.014508,-0.002055,-0.003792,-0.001011,-0.002695,-0.000159,-0.001909,0.003415,-0.003538,0.001687,0.002427,H
0.001961,-0.015475,-0.000752,0.003466,0.005657,0.009571,0.011731,-0.007291,0.001374,0.006065,0.013098,0.005896,0.006678,0.01243,0.000675,-0.002505,Y
-0.012973,0.001408,0.001583,-0.0043,0.000712,0.017213,-0.009058,0.000733,-0.00308,-0.002845,-0.001087,-0.021252,-0.012833,-0.006785,-0.013746,-0.003968,E
-0.002942,0.011936,-0.009609,0.008775,0.009905,0.007858,0.010023,0.004683,-0.00288,-0.005679,-0.003356,-0.01185,0.005457,-0.00058,0.006978,0.01054,P
0.005027,0.004882,-0.003805,0.004933,-0.000389,-0.000803,-0.00552,-0.006876,-0.001585,-0.005922,0.003298,0.003999,-0.004759,0.007428,0.011631,0.002713,P
-0.012537,0.008476,-0.00904,0.002291,0.005709,0.007301,0.015729,-0.011546,-0.004269,0.004335,-0.010632,0.012435,0.004647,0.00214,0.002392,-0.007168,A
0.003666,-0.003069,-0.003203,-0.000665,0.001361,0.000411,-0.008835,0.000905,-0.010431,0.000242,0.00569,0.003138,0.003311,-0.005928,0.006962,0.000929,Z
0.004566,0.001809,0.001914,0.011284,-0.004012,0.000352,-0.006165,0.00141,0.006776,-0.00448,0.000781,0.008577,-0.003106,0.006259,-0.002007,-0.001573,B
-0.010336,0.009476,0.008788,-0.008306,-0.003226,-0.004959,0.002365,0.001211,0.003781,0.003591,0.003945,0.002211,-0.005661,-0.000326,0.001947,0.008781,Q
-0.004439,0.005656,0.014593,0.001562,-0.003159,-0.009172,0.002923,0.006595,-0.009116,-0.000043,0.001268,-0.002665,0.001655,-0.004487,0.011835,-0.007012,B
0.003788,-0.016046,0.001183,-0.01354,-0.004277,-0.005639,-0.00068,0.004023,-0.015907,0.006888,-0.00356,0.000704,0.002746,-0.003536,0.016783,-0.01016,X
-0.005689,-0.006861,-0.001776,0.00711,0.002409,-0.001227,-0.008482,-0.001293,-0.010646,0.000559,-0.004019,-0.007164,-0.012736,-0.01286,-0.008964,-0.006611,D
0.003737,0.003686,0.004527,0.005125,0.000057,0.00547,0.000783,0.000398,0.009033,0.005822,-0.001203,0.001578,0.002813,0.003498,-0.003743,-0.006924,G
-0.003807,0.009873,-0.007549,-0.004241,0.003036,0.001739,0.012857,0.001904,0.000039,0.015531,-0.008879,-0.001741,0.000816,0.017746,-0.001124,-0.003663,K
-0.00046,0.001478,-0.002797,0.001862,0.009711,-0.004187,-0.006144,-0.007039,-0.002416,-0.000862,-0.001217,0.002158,0.002879,0.005457,0.001879,0.000662,R
0.003108,-0.012669,0.008122,0.002135,0.006534,0.011905,0.005772,0.007161,0.016614,-0.005397,0.006944,0.002048,-0.000796,0.003483,-0.001633,-0.006998,V
0.002957,0.0036,-0.001304,0.007125,-0.000043,-0.00227,-0.010539,0.001716,0.008587,0.000747,0.000162,-0.005411,0.003519,0.002079,-0.009767,-0.002663,E
-0.005466,0.004312,0.009477,-0.001041,0.002731,0.009385,0.003277,-0.013553,-0.003127,0.004383,-0.00689,0.012735,-0.00571,0.00031,0.004419,-0.001604,A
-0.003193,-0.003754,0.003924,-0.003461,0.007349,-0.00241,-0.006477,0.002396,0.002205,0.001619,-0.001662,-0.005534,0.006317,0.005172,-0.003219,0.008691,G
0.011892,-0.005396,-0.004236,0.009315,-0.004551,-0.000599,0.001936,0.003934,-0.005356,-0.000947,0.006826,0.000887,-0.000294,-0.004663,0.005453,0.007153,F
-0.000792,-0.002183,-0.006201,0.01361,-0.007367,0.004478,0.008574,-0.011182,-0.003123,0.010625,0.009591,0.010594,0.003621,0.00634,-0.019483,0.014683,I
0.004553,0.001413,0.002834,-0.011846,-0.008993,0.008275,-0.003142,0.006012,-0.018679,-0.003371,-0.009631,0.006541,-0.001439,0.006857,0.003846,0.001823,J
-0.001586,-0.013479,-0.001715,0.011435,0.006127,0.006802,0.002035,-0.002369,0.006713,-0.005674,0.006662,-0.014522,-0.008496,-0.008,-0.010294,0.002466,V
-0.004844,0.012534,0.003547,0.005316,-0.001368,-0.009328,0.001709,0.004089,0.000916,0.005576,0.011008,-0.008138,-0.000951,0.016126,0.009231,-0.008498,E
-0.01431,-0.003944,0.005423,-0.00341,0.00544,-0.001633,-0.008552,0.006831,0.003118,0.000083,0.00508,-0.002532,-0.006345,0.006076,0.005159,0.000171,L
0.005609,0.002443,0.017076,-0.0007,-0.00301,0.011432,0.002298,-0.011984,-0.009699,0.004043,-0.004512,0.01341,-0.001955,0.007223,-0.009243,0.015826,J
-0.002651,-0.001661,0.006099,0.008552,0.008077,-0.01154,-0.001351,-0.012263,0.000562,0.006559,0.006736,0.000538,0.002682,0.002385,0.019752,-0.007592,X
0.006394,-0.001214,-0.002542,-0.00022,0.006064,0.008078,-0.003087,-0.001703,-0.003323,0.00066,-0.002293,0.004687,0.004018,-0.006451,0.015719,-0.00892,S
-0.002608,-0.004187,-0.004195,-0.002625,-0.000644,0.004481,-0.005289,-0.011936,0.005576,-0.003578,0.001208,-0.010114,-0.008279,-0.005178,-0.00068,-0.009316,X
-0.017163,-0.004254,0.005264,0.002069,0.008287,-0.006796,-0.008063,0.008956,-0.006188,0.006254,0.003128,-0.002323,0.002382,0.009626,0.004655,-0.006841,X
0.00293,0.010261,-0.006354,0.000087,0.002644,-0.003346,0.001675,-0.022037,0.008285,-0.012911,-0.003,-0.001325,-0.006436,-0.010333,0.011057,-0.006164,N
0.010542,0.001975,-0.001806,-0.007585,-0.005636,0.005942,-0.005026,0.00422,-0.002551,0.000095,-0.003769,-0.009929,-0.005364,-0.001813,-0.001549,-0.000934,C
0.011487,0.003534,-0.004886,0.002865,-0.006258,0.006702,-0.005998,-0.000639,0.000635,-0.005904,0.000202,0.009094,-0.001804,0.005742,-0.002835,-0.001158,I
0.010579,0.002781,-0.007947,-0.001181,0.001301,-0.006286,-0.001389,0.004258,0.003905,-0.00319,0.005273,0.004312,-0.008936,-0.007728,0.002068,-0.00073,F
0.005106,0.006292,-0.003125,0.001972,0.002055,-0.002432,0.001988,-0.010201,0.000638,0.012067,-0.00303,0.000094,0.003168,-0.006286,-0.001895,0.003404,O
-0.008222,0.00261,-0.002157,-0.013384,0.007628,0.000867,-0.008376,0.001608,0.000709,0.006667,0.012444,0.000976,0.004124,-0.017413,0.001924,0.006816,S
-0.001737,-0.004101,-0.00189,-0.0123,-0.006503,-0.003078,-0.001406,0.000446,-0.006748,-0.002026,-0.002044,-0.000017,0.003729,0.011308,0.010007,-0.003842,K
-0.006503,0.003926,0.007464,-0.005156,0.004146,-0.001692,0.001924,0.005188,0.00606,0.001713,0.004673,0.000994,0.001886,0.005676,-0.005497,0.003955,Q
-0.016815,0.009867,0.005219,-0.007147,0.002928,0.000671,-0.00169,-0.00023,-0.002324,-0.00452,0.005081,0.011953,-0.003895,-0.00485,0.009989,0.007803,Z
-0.004069,0.012426,0.005773,0.003227,-0.007832,-0.003732,0.005831,-0.009021,0.000077,-0.001403,0.002957,-0.004036,0.009918,-0.001791,-0.002055,0.012149,Q
-0.003904,-0.002696,0.013411,0.010505,-0.000277,0.014205,-0.003139,-0.009615,0.005023,0.004546,-0.001411,-0.004279,-0.013325,0.011618,0.000961,-0.007915,L
-0.006364,-0.002521,0.008454,0.006558,0.00599,0.004336,-0.007538,0.004304,0.007665,0.004412,-0.000634,-0.00484,-0.002175,-0.000225,0.008971,-0.001271,P
0.001879,0.006663,-0.000592,0.000776,-0.000985,-0.002671,-0.010758,0.003602,0.00568,-0.002464,0.001177,-0.008268,0.004863,-0.004034,-0.008879,0.000176,E
-0.006697,0.008013,0.003416,-0.001292,-0.006083,-0.004615,-0.006972,-0.006841,0.006588,0.0023,0.001833,-0.012206,0.007883,0.008784,0.001654,0.005466,G
0.002815,-0.001089,0.001412,0.006925,-0.006312,0.006361,-0.004207,0.00753,0.01293,-0.008354,-0.00157,0.004202,0.004983,0.000324,-0.009293,0.002817,I
-0.006582,0.000218,0.010602,0.001485,0.001978,0.010442,-0.002073,-0.003169,0.002791,-0.00438,-0.009179,0.016586,-0.001802,0.000901,0.000364,-0.00533,A
-0.00425,-0.002669,-0.006994,0.012433,-0.009425,0.00584,0.006944,-0.00941,-0.0014,0.00696,0.009625,0.007503,-0.000344,0.004822,-0.022751,0.016231,I
-0.004234,-0.012179,0.024735,0.007239,0.003317,0.008244,-0.000184,0.008287,-0.005929,0.011232,0.000918,0.001325,0.000163,-0.013302,0.012672,0.00133,Y
0.009263,0.000884,0.002235,-0.011617,-0.003714,0.009383,-0.003053,0.000427,-0.014262,0.001796,-0.010697,0.008889,-0.004564,0.007361,0.003178,0.001561,J
-0.00739,-0.003669,-0.004394,-0.004008,-0.004948,0.000557,-0.006369,-0.006311,-0.006818,0.006141,-0.009215,0.011477,0.004685,-0.002222,-0.001735,-0.007066,L
-0.014124,0.024357,-0.015524,-0.005764,-0.008168,-0.006426,-0.000896,0.00284,-0.004403,-0.003789,0.02272,0.010501,-0.035631,0.001145,-0.011471,0.018414,J
-0.000236,0.005405,0.006138,-0.003178,-0.001249,0.003752,-0.00289,0.004914,0.013528,0.001042,-0.000827,-0.001702,0.00157,-0.000907,-0.000415,-0.005027,G
-0.004939,0.002191,-0.000478,0.000005,-0.003357,0.002965,-0.001341,0.007653,0.00241,0.002952,-0.002477,-0.004344,-0.001318,0.012663,-0.006142,-0.001879,G
-0.013635,-0.00385,-0.013222,0.002544,-0.010706,-0.000936,0.003241,-0.006184,0.01156,0.0081,-0.015542,0.003806,0.019624,-0.011681,0.011419,0.003336,L
-0.018381,-0.006674,-0.009948,-0.003486,-0.015787,-0.001847,0.000642,-0.003948,0.003919,-0.000979,-0.010613,0.005645,0.021488,-0.005241,0.003417,0.00464,L
0.005075,-0.006264,-0.005221,-0.017977,0.001204,-0.004035,0.010776,0.003064,-0.011369,0.000012,-0.006752,0.001116,-0.004205,0.009526,0.008351,-0.006233,N
-0.000612,-0.001219,-0.002547,0.003658,-0.00072,-0.000031,-0.007189,-0.015922,-0.005292,-0.005226,-0.006097,-0.006983,-0.001509,-0.001336,0.002245,-0.001548,X
-0.020732,-0.004587,-0.001252,-0.000778,0.002361,0.008079,-0.009583,-0.017598,0.003374,-0.004187,-0.005228,-0.004425,-0.017184,0.013034,-0.004266,0.001523,S
0.000203,0.009354,-0.002444,-0.001841,-0.001835,-0.00469,-0.0039,-0.015655,0.001926,-0.005557,0.003515,-0.000511,-0.000847,0.005714,0.003493,-0.004197,K
-0.011291,-0.009872,-0.010152,0.003487,-0.009456,-0.00173,-0.003037,-0.001147,0.005502,0.001728,-0.008824,0.00801,0.01176,-0.015429,-0.000922,0.00161,L
-0.007338,0.007084,-0.00689,-0.003133,-0.001673,-0.01288,-0.001967,0.003572,-0.005227,0.000916,-0.003155,-0.003703,0.008247,0.008182,-0.00853,0.003069,R
0.002102,-0.000783,-0.008304,-0.008665,0.001032,-0.003173,-0.018607,-0.010225,-0.005252,0.01498,0.01036,-0.004148,0.001128,-0.009376,0.002879,0.003026,Z
0.001053,0.005041,0.008611,0.003843,-0.002833,0.002276,0.011202,0.001677,0.001479,-0.00296,-0.011215,-0.007381,0.004888,0.003,-0.00343,0.021105,H
0.005988,-0.006613,-0.00025,-0.011138,-0.008147,-0.000368,-0.001387,0.011392,-0.005653,0.003484,-0.00562,0.002414,0.003058,0.004265,0.00877,-0.012877,K
0.008202,-0.018773,0.014083,-0.019269,0.001497,0.000141,-0.000009,0.004026,0.014579,0.015661,-0.002563,-0.001912,-0.018148,-0.001212,0.014414,0.022198,U
-0.00309,-0.0031,-0.003418,-0.008245,0.004527,-0.004407,0.001194,-0.000112,-0.00093,0.003197,-0.007143,-0.001215,0.005465,-0.001048,0.001776,-0.002331,G
-0.005847,0.003649,-0.006774,0.006362,0.002684,0.005305,-0.003887,-0.002198,0.001171,-0.012423,-0.010514,-0.012087,-0.016201,-0.007532,-0.007475,-0.001746,P
0.000645,0.007149,0.002244,-0.001128,0.000598,-0.00514,0.001968,-0.009057,0.001465,0.013186,0.003886,-0.010885,-0.000211,-0.005237,0.01308,-0.006148,T
0.004312,-0.004683,-0.00359,-0.008775,-0.011042,0.00357,-0.001341,0.010164,-0.000397,-0.002649,-0.006307,-0.010529,-0.004674,-0.001929,-0.000531,-0.00368,U
0.007116,-0.003477,-0.000563,0.006779,0.004243,-0.000527,-0.010345,-0.001112,0.005658,0.003794,0.002798,0.001582,0.00523,-0.006301,-0.007252,-0.007652,X
0.000298,0.002755,0.009788,0.004714,0.005508,-0.012879,-0.006278,-0.001519,0.000484,0.003706,0.005508,-0.007802,-0.003856,0.006936,0.019137,-0.001426,B
-0.014514,0.00011,-0.012017,0.009948,-0.017806,-0.000515,0.00038,0.005821,0.028104,0.005303,-0.010898,0.006629,0.004163,-0.005218,0.005238,0.00055,L
-0.006684,0.00216,0.004374,0.005482,0.007152,0.005086,0.007105,0.006558,-0.015,-0.002891,0.003732,0.000477,0.012829,-0.022793,-0.005187,-0.000103,Z
-0.004436,-0.003975,0.006814,0.011513,-0.000172,-0.009742,-0.008287,0.002342,-0.002661,-0.005427,0.004718,-0.004951,0.0126,0.007503,0.007027,0.015255,B
0.007041,-0.00356,0.000655,-0.00164,-0.003156,-0.000638,-0.00363,0.003468,-0.007968,0.00118,-0.001032,0.00256,-0.000185,-0.002051,0.004816,-0.003626,E
0.001141,0.004331,0.005236,0.011535,0.009548,0.001923,0.0009,-0.001431,-0.003405,0.015589,0.007309,0.001175,0.003333,-0.004053,0.000131,0.002181,S
-0.015277,-0.005745,0.003703,0.002486,0.011334,0.010951,-0.004831,-0.000798,-0.000768,-0.005986,-0.012724,0.002728,-0.012915,0.005189,-0.01556,-0.00583,A
0.001742,-0.000282,-0.002537,0.002593,-0.005149,0.000575,0.001712,-0.012634,0.000774,-0.000911,-0.002271,-0.010166,-0.009284,0.000494,-0.003773,-0.009843,K
0.006241,0.006027,0.0035,-0.000639,0.009203,0.003168,0.012942,0.005787,0.012658,0.000625,-0.012037,0.002814,0.001969,-0.005791,-0.003128,0.002338,N
-0.000309,0.005033,-0.000772,-0.003335,0.001189,0.00427,0.000754,0.004869,0.010644,0.003546,0.000104,0.001631,0.000846,-0.005178,-0.000119,-0.007629,G
0.006342,0.005452,0.010901,0.007693,-0.002001,-0.002142,0.020119,-0.006283,-0.003986,0.005751,-0.009845,-0.006048,0.007437,-0.005142,-0.002469,0.012945,N
0.010753,-0.001036,-0.005743,0.011185,-0.006046,0.005411,0.000745,0.009542,0.003156,-0.001628,0.007521,-0.00098,-0.004735,-0.00231,0.002951,-0.000109,Y
0.001427,0.007245,0.006757,0.002265,-0.005533,0.00387,0.004777,-0.006406,-0.007289,-0.000774,-0.003096,-0.007623,-0.002544,-0.008209,-0.002049,0.007701,O
0.000398,-0.000282,-0.004116,-0.006971,0.000519,-0.004034,-0.00816,0.001125,0.00672,0.003334,0.005775,0.003516,-0.001552,-0.01425,-0.003579,-0.00751,X
0.002171,0.001972,0.000464,-0.000815,-0.002864,0.00305,-0.011319,-0.002249,-0.005976,-0.002309,0.002279,-0.005009,0.002808,0.003745,0.010264,-0.003318,Z
0.011448,-0.006734,0.004993,-0.00263,0.011202,-0.010435,0.010365,0.001685,-0.000561,0.002654,-0.013752,0.00139,-0.00585,-0.001071,-0.00902,0.009845,M
-0.004446,0.007002,-0.005403,-0.013987,0.005841,0.000878,-0.005011,-0.017684,-0.002716,-0.010387,-0.002424,0.000655,0.000159,-0.00048,0.01329,-0.002894,X
0.005004,-0.004661,-0.008004,-0.001999,0.004654,0.002696,0.008081,0.008152,0.001057,-0.002535,0.003875,0.001207,0.00283,0.009914,0.006616,-0.003368,V
-0.008666,-0.001973,0.002923,0.005896,0.010437,-0.002745,-0.013012,0.004959,-0.007373,0.01353,0.010587,0.006548,0.001955,0.007854,0.003818,-0.003184,Z
0.00331,0.011705,-0.007709,0.006872,0.010279,0.006966,0.005244,-0.00165,0.001596,-0.005984,-0.000704,0.002252,0.001016,-0.001395,0.016759,0.002169,P
0.009226,-0.005337,0.00565,0.000517,0.01215,-0.000162,0.005243,0.010989,0.007832,0.000069,-0.013764,0.008983,-0.005529,-0.002407,-0.007281,0.000959,M
-0.006286,-0.003229,0.002894,-0.000172,-0.002037,-0.004274,-0.006959,0.003594,0.004262,-0.003226,-0.006776,0.00579,-0.003694,-0.003102,-0.002607,-0.001181,Q
0.005389,0.005511,0.001921,0.002844,-0.000676,0.002008,-0.003331,0.00355,0.006252,0.005638,0.000145,-0.001442,-0.001085,0.009487,-0.000524,-0.005288,G
0.007695,-0.007568,0.002,-0.009903,0.011077,-0.014013,0.013407,-0.004545,-0.001969,0.004417,-0.012586,-0.000581,-0.00741,-0.00297,-0.008204,0.013849,M
-0.004498,-0.012135,-0.011318,0.007287,-0.00065,0.000096,0.001751,-0.002547,0.000673,-0.005823,0.000354,-0.01412,-0.008066,0.004233,-0.000636,0.004602,V
0.000306,0.004159,-0.009566,-0.001871,-0.000444,0.011668,0.015031,-0.001991,-0.006945,-0.01529,0.000769,-0.015389,0.000846,-0.012392,0.011484,0.011907,T
0.005512,0.003451,0.001484,0.004339,0.003819,0.004465,-0.002441,0.008298,0.010471,-0.000031,-0.004564,0.000392,-0.000494,-0.006598,-0.006942,-0.00146,O
0.003037,0.002921,-0.011869,0.001524,0.000914,0.004907,0.000416,-0.004818,-0.007009,-0.011052,0.001135,-0.001301,-0.002064,0.002788,0.019432,0.004808,F
0.000755,0.000521,-0.015291,0.004981,-0.006517,0.002332,0.009081,0.017682,-0.017607,0.000327,0.003417,0.003659,0.000688,0.009939,-0.000734,0.012741,F
-0.001789,0.004217,-0.005092,0.001403,-0.01259,0.00247,0.014822,0.004527,-0.000079,-0.007701,0.003171,-0.008868,-0.010206,0.001853,0.001908,-0.011117,W
0.001794,-0.005411,-0.004238,0.005733,0.002064,-0.011397,0.005472,-0.00015,-0.009929,0.005175,0.000305,0.008192,0.000409,0.002081,-0.002853,-0.002966,J
0.007293,-0.008831,0.001434,0.003378,-0.007117,-0.000044,-0.003162,0.008068,-0.004431,-0.000442,0.001408,-0.002546,0.000363,-0.005301,0.005672,0.006396,F
0.000304,-0.008734,0.000682,0.001628,0.007094,0.006265,0.011469,-0.006941,0.004832,-0.002395,0.012724,0.00128,0.012859,0.005648,-0.003374,-0.003723,V
-0.013455,0.00074,0.000791,0.001267,0.00555,0.006512,-0.01089,-0.005517,0.002881,-0.001718,0.010399,-0.00474,-0.018789,0.013227,-0.002494,0.001941,J
0.000761,0.002557,0.006584,0.010007,0.001489,0.008543,-0.008024,-0.018627,0.003199,-0.01031,-0.008383,0.002656,-0.007889,0.004758,-0.008631,0.001346,D
0.012764,-0.002563,-0.005901,0.007677,-0.000541,0.007395,0.001611,0.008145,-0.001285,-0.008976,0.000684,-0.001383,0.004809,-0.006341,0.003088,-0.001894,T
0.007186,0.005207,-0.002525,0.008183,0.006076,-0.011307,-0.001919,-0.003521,0.001507,0.003175,0.001555,-0.00087,-0.005318,0.006693,0.010082,0.002017,D
0.010655,-0.004262,0.00338,-0.006947,0.000878,-0.003465,-0.003147,0.004483,-0.006473,0.006963,-0.00284,0.00531,-0.005349,-0.0039,0.009246,-0.012889,H
0.006687,0.003398,-0.004533,-0.003124,-0.004225,0.002955,-0.000711,0.009226,0.002562,-0.002338,0.007862,0.004338,-0.007856,-0.006617,0.010212,0.004046,F
0.00014,0.006011,0.011534,0.004913,-0.009766,-0.002544,0.01618,-0.003149,0.000731,-0.003306,-0.007597,-0.009358,0.004757,-0.000205,-0.004463,0.021458,N
-0.008535,0.000491,-0.00308,0.000685,-0.009566,-0.002479,-0.00259,-0.008395,-0.004211,0.004394,-0.001945,0.011812,0.009579,0.00441,-0.001297,0.003507,L
0.003977,-0.009987,0.009209,0.00495,0.002191,-0.008458,0.004515,0.012143,0.000546,-0.001036,-0.016703,0.005396,-0.002881,0.005783,-0.006338,0.011188,M
0.008022,-0.00851,-0.001837,-0.007396,-0.000289,0.000111,-0.006342,0.005154,-0.003539,-0.003174,0.000223,0.005067,0.005368,-0.002364,0.007346,-0.008217,X
-0.015689,-0.002117,0.00509,0.006024,-0.000606,0.005758,0.003912,-0.002755,-0.006097,0.002389,-0.002849,0.01822,0.003441,0.001434,0.000267,-0.001972,A
0.002254,0.001426,0.006388,-0.003154,0.0089,0.00641,0.016075,-0.002791,-0.001726,0.005142,-0.016264,-0.008121,0.005379,0.002174,0.004938,0.019749,H
0.007168,0.007451,-0.006437,0.005714,0.000604,-0.00364,0.000716,0.008528,0.01345,0.006545,-0.00566,0.004102,-0.000281,0.012254,-0.005379,-0.010593,K
